A: 25
V: 227
D: 7
T: 8
O: 5

Avioes: 

Aviao 	 Capacidade 	 Consumo 	 Velocidade

Aviao 0 	 174 	 2700.00 	 830.00
Aviao 1 	 174 	 2700.00 	 830.00
Aviao 2 	 174 	 2700.00 	 830.00
Aviao 3 	 174 	 2700.00 	 830.00
Aviao 4 	 174 	 2700.00 	 830.00
Aviao 5 	 272 	 7100.00 	 830.00
Aviao 6 	 272 	 7100.00 	 830.00
Aviao 7 	 272 	 7100.00 	 830.00
Aviao 8 	 70 	 800.00 	 500.00
Aviao 9 	 70 	 800.00 	 500.00
Aviao 10 	 70 	 800.00 	 500.00
Aviao 11 	 70 	 800.00 	 500.00
Aviao 12 	 118 	 2300.00 	 830.00
Aviao 13 	 118 	 2300.00 	 830.00
Aviao 14 	 118 	 2300.00 	 830.00
Aviao 15 	 118 	 2300.00 	 830.00
Aviao 16 	 118 	 2300.00 	 830.00
Aviao 17 	 118 	 2300.00 	 830.00
Aviao 18 	 118 	 2300.00 	 830.00
Aviao 19 	 118 	 2300.00 	 830.00
Aviao 20 	 118 	 2300.00 	 830.00
Aviao 21 	 118 	 2300.00 	 830.00
Aviao 22 	 118 	 2300.00 	 830.00
Aviao 23 	 118 	 2300.00 	 830.00
Aviao 24 	 118 	 2300.00 	 830.00

Voos: 

Voo 	 Distancia 	 Demanda
Voo 137/Aeroporto 0: 0 	Voo 137/Aeroporto 1: 1 	Voo 137/Aeroporto 2: 0 	Voo 137/Aeroporto 3: 0 	Voo 137/Aeroporto 4: 0 	
Voo 138/Aeroporto 0: 0 	Voo 138/Aeroporto 1: 1 	Voo 138/Aeroporto 2: 0 	Voo 138/Aeroporto 3: 0 	Voo 138/Aeroporto 4: 0 	
Voo 139/Aeroporto 0: 0 	Voo 139/Aeroporto 1: 1 	Voo 139/Aeroporto 2: 0 	Voo 139/Aeroporto 3: 0 	Voo 139/Aeroporto 4: 0 	
Voo 140/Aeroporto 0: 0 	Voo 140/Aeroporto 1: 1 	Voo 140/Aeroporto 2: 0 	Voo 140/Aeroporto 3: 0 	Voo 140/Aeroporto 4: 0 	
Voo 141/Aeroporto 0: 0 	Voo 141/Aeroporto 1: 1 	Voo 141/Aeroporto 2: 0 	Voo 141/Aeroporto 3: 0 	Voo 141/Aeroporto 4: 0 	
Voo 142/Aeroporto 0: 0 	Voo 142/Aeroporto 1: 1 	Voo 142/Aeroporto 2: 0 	Voo 142/Aeroporto 3: 0 	Voo 142/Aeroporto 4: 0 	
Voo 143/Aeroporto 0: 0 	Voo 143/Aeroporto 1: 1 	Voo 143/Aeroporto 2: 0 	Voo 143/Aeroporto 3: 0 	Voo 143/Aeroporto 4: 0 	
Voo 144/Aeroporto 0: 0 	Voo 144/Aeroporto 1: 1 	Voo 144/Aeroporto 2: 0 	Voo 144/Aeroporto 3: 0 	Voo 144/Aeroporto 4: 0 	
Voo 145/Aeroporto 0: 0 	Voo 145/Aeroporto 1: 1 	Voo 145/Aeroporto 2: 0 	Voo 145/Aeroporto 3: 0 	Voo 145/Aeroporto 4: 0 	
Voo 146/Aeroporto 0: 0 	Voo 146/Aeroporto 1: 1 	Voo 146/Aeroporto 2: 0 	Voo 146/Aeroporto 3: 0 	Voo 146/Aeroporto 4: 0 	
Voo 147/Aeroporto 0: 0 	Voo 147/Aeroporto 1: 1 	Voo 147/Aeroporto 2: 0 	Voo 147/Aeroporto 3: 0 	Voo 147/Aeroporto 4: 0 	
Voo 148/Aeroporto 0: 0 	Voo 148/Aeroporto 1: 1 	Voo 148/Aeroporto 2: 0 	Voo 148/Aeroporto 3: 0 	Voo 148/Aeroporto 4: 0 	
Voo 149/Aeroporto 0: 0 	Voo 149/Aeroporto 1: 1 	Voo 149/Aeroporto 2: 0 	Voo 149/Aeroporto 3: 0 	Voo 149/Aeroporto 4: 0 	
Voo 150/Aeroporto 0: 0 	Voo 150/Aeroporto 1: 1 	Voo 150/Aeroporto 2: 0 	Voo 150/Aeroporto 3: 0 	Voo 150/Aeroporto 4: 0 	
Voo 151/Aeroporto 0: 0 	Voo 151/Aeroporto 1: 1 	Voo 151/Aeroporto 2: 0 	Voo 151/Aeroporto 3: 0 	Voo 151/Aeroporto 4: 0 	
Voo 152/Aeroporto 0: 0 	Voo 152/Aeroporto 1: 1 	Voo 152/Aeroporto 2: 0 	Voo 152/Aeroporto 3: 0 	Voo 152/Aeroporto 4: 0 	
Voo 153/Aeroporto 0: 0 	Voo 153/Aeroporto 1: 1 	Voo 153/Aeroporto 2: 0 	Voo 153/Aeroporto 3: 0 	Voo 153/Aeroporto 4: 0 	
Voo 154/Aeroporto 0: 0 	Voo 154/Aeroporto 1: 1 	Voo 154/Aeroporto 2: 0 	Voo 154/Aeroporto 3: 0 	Voo 154/Aeroporto 4: 0 	
Voo 155/Aeroporto 0: 0 	Voo 155/Aeroporto 1: 1 	Voo 155/Aeroporto 2: 0 	Voo 155/Aeroporto 3: 0 	Voo 155/Aeroporto 4: 0 	
Voo 156/Aeroporto 0: 0 	Voo 156/Aeroporto 1: 1 	Voo 156/Aeroporto 2: 0 	Voo 156/Aeroporto 3: 0 	Voo 156/Aeroporto 4: 0 	
Voo 157/Aeroporto 0: 0 	Voo 157/Aeroporto 1: 1 	Voo 157/Aeroporto 2: 0 	Voo 157/Aeroporto 3: 0 	Voo 157/Aeroporto 4: 0 	
Voo 158/Aeroporto 0: 0 	Voo 158/Aeroporto 1: 1 	Voo 158/Aeroporto 2: 0 	Voo 158/Aeroporto 3: 0 	Voo 158/Aeroporto 4: 0 	
Voo 159/Aeroporto 0: 0 	Voo 159/Aeroporto 1: 1 	Voo 159/Aeroporto 2: 0 	Voo 159/Aeroporto 3: 0 	Voo 159/Aeroporto 4: 0 	
Voo 160/Aeroporto 0: 0 	Voo 160/Aeroporto 1: 1 	Voo 160/Aeroporto 2: 0 	Voo 160/Aeroporto 3: 0 	Voo 160/Aeroporto 4: 0 	
Voo 161/Aeroporto 0: 0 	Voo 161/Aeroporto 1: 1 	Voo 161/Aeroporto 2: 0 	Voo 161/Aeroporto 3: 0 	Voo 161/Aeroporto 4: 0 	
Voo 162/Aeroporto 0: 0 	Voo 162/Aeroporto 1: 1 	Voo 162/Aeroporto 2: 0 	Voo 162/Aeroporto 3: 0 	Voo 162/Aeroporto 4: 0 	
Voo 163/Aeroporto 0: 0 	Voo 163/Aeroporto 1: 1 	Voo 163/Aeroporto 2: 0 	Voo 163/Aeroporto 3: 0 	Voo 163/Aeroporto 4: 0 	
Voo 164/Aeroporto 0: 0 	Voo 164/Aeroporto 1: 1 	Voo 164/Aeroporto 2: 0 	Voo 164/Aeroporto 3: 0 	Voo 164/Aeroporto 4: 0 	
Voo 165/Aeroporto 0: 0 	Voo 165/Aeroporto 1: 1 	Voo 165/Aeroporto 2: 0 	Voo 165/Aeroporto 3: 0 	Voo 165/Aeroporto 4: 0 	
Voo 166/Aeroporto 0: 0 	Voo 166/Aeroporto 1: 1 	Voo 166/Aeroporto 2: 0 	Voo 166/Aeroporto 3: 0 	Voo 166/Aeroporto 4: 0 	
Voo 167/Aeroporto 0: 0 	Voo 167/Aeroporto 1: 1 	Voo 167/Aeroporto 2: 0 	Voo 167/Aeroporto 3: 0 	Voo 167/Aeroporto 4: 0 	
Voo 168/Aeroporto 0: 0 	Voo 168/Aeroporto 1: 1 	Voo 168/Aeroporto 2: 0 	Voo 168/Aeroporto 3: 0 	Voo 168/Aeroporto 4: 0 	
Voo 169/Aeroporto 0: 0 	Voo 169/Aeroporto 1: 1 	Voo 169/Aeroporto 2: 0 	Voo 169/Aeroporto 3: 0 	Voo 169/Aeroporto 4: 0 	
Voo 170/Aeroporto 0: 0 	Voo 170/Aeroporto 1: 1 	Voo 170/Aeroporto 2: 0 	Voo 170/Aeroporto 3: 0 	Voo 170/Aeroporto 4: 0 	
Voo 171/Aeroporto 0: 0 	Voo 171/Aeroporto 1: 1 	Voo 171/Aeroporto 2: 0 	Voo 171/Aeroporto 3: 0 	Voo 171/Aeroporto 4: 0 	
Voo 172/Aeroporto 0: 0 	Voo 172/Aeroporto 1: 1 	Voo 172/Aeroporto 2: 0 	Voo 172/Aeroporto 3: 0 	Voo 172/Aeroporto 4: 0 	
Voo 173/Aeroporto 0: 0 	Voo 173/Aeroporto 1: 1 	Voo 173/Aeroporto 2: 0 	Voo 173/Aeroporto 3: 0 	Voo 173/Aeroporto 4: 0 	
Voo 174/Aeroporto 0: 0 	Voo 174/Aeroporto 1: 1 	Voo 174/Aeroporto 2: 0 	Voo 174/Aeroporto 3: 0 	Voo 174/Aeroporto 4: 0 	
Voo 175/Aeroporto 0: 0 	Voo 175/Aeroporto 1: 1 	Voo 175/Aeroporto 2: 0 	Voo 175/Aeroporto 3: 0 	Voo 175/Aeroporto 4: 0 	
Voo 176/Aeroporto 0: 0 	Voo 176/Aeroporto 1: 1 	Voo 176/Aeroporto 2: 0 	Voo 176/Aeroporto 3: 0 	Voo 176/Aeroporto 4: 0 	
Voo 177/Aeroporto 0: 0 	Voo 177/Aeroporto 1: 1 	Voo 177/Aeroporto 2: 0 	Voo 177/Aeroporto 3: 0 	Voo 177/Aeroporto 4: 0 	
Voo 178/Aeroporto 0: 0 	Voo 178/Aeroporto 1: 1 	Voo 178/Aeroporto 2: 0 	Voo 178/Aeroporto 3: 0 	Voo 178/Aeroporto 4: 0 	
Voo 179/Aeroporto 0: 0 	Voo 179/Aeroporto 1: 1 	Voo 179/Aeroporto 2: 0 	Voo 179/Aeroporto 3: 0 	Voo 179/Aeroporto 4: 0 	
Voo 180/Aeroporto 0: 0 	Voo 180/Aeroporto 1: 1 	Voo 180/Aeroporto 2: 0 	Voo 180/Aeroporto 3: 0 	Voo 180/Aeroporto 4: 0 	
Voo 181/Aeroporto 0: 0 	Voo 181/Aeroporto 1: 1 	Voo 181/Aeroporto 2: 0 	Voo 181/Aeroporto 3: 0 	Voo 181/Aeroporto 4: 0 	
Voo 182/Aeroporto 0: 0 	Voo 182/Aeroporto 1: 1 	Voo 182/Aeroporto 2: 0 	Voo 182/Aeroporto 3: 0 	Voo 182/Aeroporto 4: 0 	
Voo 183/Aeroporto 0: 0 	Voo 183/Aeroporto 1: 1 	Voo 183/Aeroporto 2: 0 	Voo 183/Aeroporto 3: 0 	Voo 183/Aeroporto 4: 0 	
Voo 184/Aeroporto 0: 0 	Voo 184/Aeroporto 1: 1 	Voo 184/Aeroporto 2: 0 	Voo 184/Aeroporto 3: 0 	Voo 184/Aeroporto 4: 0 	
Voo 185/Aeroporto 0: 0 	Voo 185/Aeroporto 1: 1 	Voo 185/Aeroporto 2: 0 	Voo 185/Aeroporto 3: 0 	Voo 185/Aeroporto 4: 0 	
Voo 186/Aeroporto 0: 0 	Voo 186/Aeroporto 1: 1 	Voo 186/Aeroporto 2: 0 	Voo 186/Aeroporto 3: 0 	Voo 186/Aeroporto 4: 0 	
Voo 187/Aeroporto 0: 0 	Voo 187/Aeroporto 1: 1 	Voo 187/Aeroporto 2: 0 	Voo 187/Aeroporto 3: 0 	Voo 187/Aeroporto 4: 0 	
Voo 188/Aeroporto 0: 0 	Voo 188/Aeroporto 1: 1 	Voo 188/Aeroporto 2: 0 	Voo 188/Aeroporto 3: 0 	Voo 188/Aeroporto 4: 0 	
Voo 189/Aeroporto 0: 0 	Voo 189/Aeroporto 1: 1 	Voo 189/Aeroporto 2: 0 	Voo 189/Aeroporto 3: 0 	Voo 189/Aeroporto 4: 0 	
Voo 190/Aeroporto 0: 0 	Voo 190/Aeroporto 1: 1 	Voo 190/Aeroporto 2: 0 	Voo 190/Aeroporto 3: 0 	Voo 190/Aeroporto 4: 0 	
Voo 191/Aeroporto 0: 0 	Voo 191/Aeroporto 1: 1 	Voo 191/Aeroporto 2: 0 	Voo 191/Aeroporto 3: 0 	Voo 191/Aeroporto 4: 0 	
Voo 192/Aeroporto 0: 0 	Voo 192/Aeroporto 1: 1 	Voo 192/Aeroporto 2: 0 	Voo 192/Aeroporto 3: 0 	Voo 192/Aeroporto 4: 0 	
Voo 193/Aeroporto 0: 0 	Voo 193/Aeroporto 1: 1 	Voo 193/Aeroporto 2: 0 	Voo 193/Aeroporto 3: 0 	Voo 193/Aeroporto 4: 0 	
Voo 194/Aeroporto 0: 0 	Voo 194/Aeroporto 1: 1 	Voo 194/Aeroporto 2: 0 	Voo 194/Aeroporto 3: 0 	Voo 194/Aeroporto 4: 0 	
Voo 195/Aeroporto 0: 0 	Voo 195/Aeroporto 1: 1 	Voo 195/Aeroporto 2: 0 	Voo 195/Aeroporto 3: 0 	Voo 195/Aeroporto 4: 0 	
Voo 196/Aeroporto 0: 0 	Voo 196/Aeroporto 1: 1 	Voo 196/Aeroporto 2: 0 	Voo 196/Aeroporto 3: 0 	Voo 196/Aeroporto 4: 0 	
Voo 197/Aeroporto 0: 0 	Voo 197/Aeroporto 1: 1 	Voo 197/Aeroporto 2: 0 	Voo 197/Aeroporto 3: 0 	Voo 197/Aeroporto 4: 0 	
Voo 198/Aeroporto 0: 0 	Voo 198/Aeroporto 1: 1 	Voo 198/Aeroporto 2: 0 	Voo 198/Aeroporto 3: 0 	Voo 198/Aeroporto 4: 0 	
Voo 199/Aeroporto 0: 0 	Voo 199/Aeroporto 1: 1 	Voo 199/Aeroporto 2: 0 	Voo 199/Aeroporto 3: 0 	Voo 199/Aeroporto 4: 0 	
Voo 200/Aeroporto 0: 0 	Voo 200/Aeroporto 1: 1 	Voo 200/Aeroporto 2: 0 	Voo 200/Aeroporto 3: 0 	Voo 200/Aeroporto 4: 0 	
Voo 201/Aeroporto 0: 0 	Voo 201/Aeroporto 1: 1 	Voo 201/Aeroporto 2: 0 	Voo 201/Aeroporto 3: 0 	Voo 201/Aeroporto 4: 0 	
Voo 202/Aeroporto 0: 0 	Voo 202/Aeroporto 1: 1 	Voo 202/Aeroporto 2: 0 	Voo 202/Aeroporto 3: 0 	Voo 202/Aeroporto 4: 0 	
Voo 203/Aeroporto 0: 0 	Voo 203/Aeroporto 1: 1 	Voo 203/Aeroporto 2: 0 	Voo 203/Aeroporto 3: 0 	Voo 203/Aeroporto 4: 0 	
Voo 204/Aeroporto 0: 0 	Voo 204/Aeroporto 1: 1 	Voo 204/Aeroporto 2: 0 	Voo 204/Aeroporto 3: 0 	Voo 204/Aeroporto 4: 0 	
Voo 205/Aeroporto 0: 0 	Voo 205/Aeroporto 1: 0 	Voo 205/Aeroporto 2: 0 	Voo 205/Aeroporto 3: 0 	Voo 205/Aeroporto 4: 1 	
Voo 206/Aeroporto 0: 0 	Voo 206/Aeroporto 1: 0 	Voo 206/Aeroporto 2: 0 	Voo 206/Aeroporto 3: 0 	Voo 206/Aeroporto 4: 1 	
Voo 207/Aeroporto 0: 0 	Voo 207/Aeroporto 1: 0 	Voo 207/Aeroporto 2: 0 	Voo 207/Aeroporto 3: 0 	Voo 207/Aeroporto 4: 1 	
Voo 208/Aeroporto 0: 0 	Voo 208/Aeroporto 1: 0 	Voo 208/Aeroporto 2: 0 	Voo 208/Aeroporto 3: 0 	Voo 208/Aeroporto 4: 1 	
Voo 209/Aeroporto 0: 0 	Voo 209/Aeroporto 1: 0 	Voo 209/Aeroporto 2: 0 	Voo 209/Aeroporto 3: 0 	Voo 209/Aeroporto 4: 1 	
Voo 210/Aeroporto 0: 0 	Voo 210/Aeroporto 1: 0 	Voo 210/Aeroporto 2: 0 	Voo 210/Aeroporto 3: 0 	Voo 210/Aeroporto 4: 1 	
Voo 211/Aeroporto 0: 0 	Voo 211/Aeroporto 1: 0 	Voo 211/Aeroporto 2: 0 	Voo 211/Aeroporto 3: 0 	Voo 211/Aeroporto 4: 1 	
Voo 212/Aeroporto 0: 0 	Voo 212/Aeroporto 1: 0 	Voo 212/Aeroporto 2: 0 	Voo 212/Aeroporto 3: 0 	Voo 212/Aeroporto 4: 1 	
Voo 213/Aeroporto 0: 0 	Voo 213/Aeroporto 1: 0 	Voo 213/Aeroporto 2: 0 	Voo 213/Aeroporto 3: 0 	Voo 213/Aeroporto 4: 1 	
Voo 214/Aeroporto 0: 0 	Voo 214/Aeroporto 1: 0 	Voo 214/Aeroporto 2: 0 	Voo 214/Aeroporto 3: 0 	Voo 214/Aeroporto 4: 1 	
Voo 215/Aeroporto 0: 0 	Voo 215/Aeroporto 1: 0 	Voo 215/Aeroporto 2: 0 	Voo 215/Aeroporto 3: 0 	Voo 215/Aeroporto 4: 1 	
Voo 216/Aeroporto 0: 0 	Voo 216/Aeroporto 1: 0 	Voo 216/Aeroporto 2: 0 	Voo 216/Aeroporto 3: 0 	Voo 216/Aeroporto 4: 1 	
Voo 217/Aeroporto 0: 0 	Voo 217/Aeroporto 1: 0 	Voo 217/Aeroporto 2: 0 	Voo 217/Aeroporto 3: 0 	Voo 217/Aeroporto 4: 1 	
Voo 218/Aeroporto 0: 0 	Voo 218/Aeroporto 1: 0 	Voo 218/Aeroporto 2: 0 	Voo 218/Aeroporto 3: 0 	Voo 218/Aeroporto 4: 1 	
Voo 219/Aeroporto 0: 0 	Voo 219/Aeroporto 1: 0 	Voo 219/Aeroporto 2: 0 	Voo 219/Aeroporto 3: 0 	Voo 219/Aeroporto 4: 1 	
Voo 220/Aeroporto 0: 0 	Voo 220/Aeroporto 1: 0 	Voo 220/Aeroporto 2: 0 	Voo 220/Aeroporto 3: 0 	Voo 220/Aeroporto 4: 1 	
Voo 221/Aeroporto 0: 0 	Voo 221/Aeroporto 1: 0 	Voo 221/Aeroporto 2: 0 	Voo 221/Aeroporto 3: 0 	Voo 221/Aeroporto 4: 1 	
Voo 222/Aeroporto 0: 0 	Voo 222/Aeroporto 1: 0 	Voo 222/Aeroporto 2: 0 	Voo 222/Aeroporto 3: 0 	Voo 222/Aeroporto 4: 1 	
Voo 223/Aeroporto 0: 0 	Voo 223/Aeroporto 1: 0 	Voo 223/Aeroporto 2: 0 	Voo 223/Aeroporto 3: 0 	Voo 223/Aeroporto 4: 1 	
Voo 224/Aeroporto 0: 0 	Voo 224/Aeroporto 1: 0 	Voo 224/Aeroporto 2: 0 	Voo 224/Aeroporto 3: 0 	Voo 224/Aeroporto 4: 1 	
Voo 225/Aeroporto 0: 0 	Voo 225/Aeroporto 1: 0 	Voo 225/Aeroporto 2: 0 	Voo 225/Aeroporto 3: 0 	Voo 225/Aeroporto 4: 1 	
Voo 226/Aeroporto 0: 0 	Voo 226/Aeroporto 1: 0 	Voo 226/Aeroporto 2: 0 	Voo 226/Aeroporto 3: 0 	Voo 226/Aeroporto 4: 1 	


Voo V pertence ao dia D? (1 caso sim, 0 caso nao)

Voo 0/Dia 0: 1 	Voo 0/Dia 1: 0 	Voo 0/Dia 2: 0 	Voo 0/Dia 3: 0 	Voo 0/Dia 4: 0 	Voo 0/Dia 5: 0 	Voo 0/Dia 6: 0 	
Voo 1/Dia 0: 0 	Voo 1/Dia 1: 0 	Voo 1/Dia 2: 1 	Voo 1/Dia 3: 0 	Voo 1/Dia 4: 0 	Voo 1/Dia 5: 0 	Voo 1/Dia 6: 0 	
Voo 2/Dia 0: 0 	Voo 2/Dia 1: 0 	Voo 2/Dia 2: 0 	Voo 2/Dia 3: 1 	Voo 2/Dia 4: 0 	Voo 2/Dia 5: 0 	Voo 2/Dia 6: 0 	
Voo 3/Dia 0: 0 	Voo 3/Dia 1: 0 	Voo 3/Dia 2: 0 	Voo 3/Dia 3: 0 	Voo 3/Dia 4: 1 	Voo 3/Dia 5: 0 	Voo 3/Dia 6: 0 	
Voo 4/Dia 0: 0 	Voo 4/Dia 1: 0 	Voo 4/Dia 2: 0 	Voo 4/Dia 3: 0 	Voo 4/Dia 4: 0 	Voo 4/Dia 5: 1 	Voo 4/Dia 6: 0 	
Voo 5/Dia 0: 0 	Voo 5/Dia 1: 0 	Voo 5/Dia 2: 0 	Voo 5/Dia 3: 0 	Voo 5/Dia 4: 0 	Voo 5/Dia 5: 0 	Voo 5/Dia 6: 1 	
Voo 6/Dia 0: 0 	Voo 6/Dia 1: 1 	Voo 6/Dia 2: 0 	Voo 6/Dia 3: 0 	Voo 6/Dia 4: 0 	Voo 6/Dia 5: 0 	Voo 6/Dia 6: 0 	
Voo 7/Dia 0: 0 	Voo 7/Dia 1: 1 	Voo 7/Dia 2: 0 	Voo 7/Dia 3: 0 	Voo 7/Dia 4: 0 	Voo 7/Dia 5: 0 	Voo 7/Dia 6: 0 	
Voo 8/Dia 0: 0 	Voo 8/Dia 1: 0 	Voo 8/Dia 2: 1 	Voo 8/Dia 3: 0 	Voo 8/Dia 4: 0 	Voo 8/Dia 5: 0 	Voo 8/Dia 6: 0 	
Voo 9/Dia 0: 0 	Voo 9/Dia 1: 0 	Voo 9/Dia 2: 0 	Voo 9/Dia 3: 1 	Voo 9/Dia 4: 0 	Voo 9/Dia 5: 0 	Voo 9/Dia 6: 0 	
Voo 10/Dia 0: 0 	Voo 10/Dia 1: 0 	Voo 10/Dia 2: 0 	Voo 10/Dia 3: 0 	Voo 10/Dia 4: 1 	Voo 10/Dia 5: 0 	Voo 10/Dia 6: 0 	
Voo 11/Dia 0: 0 	Voo 11/Dia 1: 0 	Voo 11/Dia 2: 0 	Voo 11/Dia 3: 0 	Voo 11/Dia 4: 0 	Voo 11/Dia 5: 1 	Voo 11/Dia 6: 0 	
Voo 12/Dia 0: 0 	Voo 12/Dia 1: 0 	Voo 12/Dia 2: 0 	Voo 12/Dia 3: 0 	Voo 12/Dia 4: 0 	Voo 12/Dia 5: 0 	Voo 12/Dia 6: 1 	
Voo 13/Dia 0: 0 	Voo 13/Dia 1: 1 	Voo 13/Dia 2: 0 	Voo 13/Dia 3: 0 	Voo 13/Dia 4: 0 	Voo 13/Dia 5: 0 	Voo 13/Dia 6: 0 	
Voo 14/Dia 0: 0 	Voo 14/Dia 1: 0 	Voo 14/Dia 2: 1 	Voo 14/Dia 3: 0 	Voo 14/Dia 4: 0 	Voo 14/Dia 5: 0 	Voo 14/Dia 6: 0 	
Voo 15/Dia 0: 0 	Voo 15/Dia 1: 0 	Voo 15/Dia 2: 0 	Voo 15/Dia 3: 1 	Voo 15/Dia 4: 0 	Voo 15/Dia 5: 0 	Voo 15/Dia 6: 0 	
Voo 16/Dia 0: 0 	Voo 16/Dia 1: 0 	Voo 16/Dia 2: 0 	Voo 16/Dia 3: 0 	Voo 16/Dia 4: 1 	Voo 16/Dia 5: 0 	Voo 16/Dia 6: 0 	
Voo 17/Dia 0: 0 	Voo 17/Dia 1: 0 	Voo 17/Dia 2: 0 	Voo 17/Dia 3: 0 	Voo 17/Dia 4: 0 	Voo 17/Dia 5: 1 	Voo 17/Dia 6: 0 	
Voo 18/Dia 0: 0 	Voo 18/Dia 1: 0 	Voo 18/Dia 2: 1 	Voo 18/Dia 3: 0 	Voo 18/Dia 4: 0 	Voo 18/Dia 5: 0 	Voo 18/Dia 6: 0 	
Voo 19/Dia 0: 0 	Voo 19/Dia 1: 0 	Voo 19/Dia 2: 0 	Voo 19/Dia 3: 1 	Voo 19/Dia 4: 0 	Voo 19/Dia 5: 0 	Voo 19/Dia 6: 0 	
Voo 20/Dia 0: 0 	Voo 20/Dia 1: 0 	Voo 20/Dia 2: 0 	Voo 20/Dia 3: 0 	Voo 20/Dia 4: 1 	Voo 20/Dia 5: 0 	Voo 20/Dia 6: 0 	
Voo 21/Dia 0: 0 	Voo 21/Dia 1: 0 	Voo 21/Dia 2: 0 	Voo 21/Dia 3: 0 	Voo 21/Dia 4: 0 	Voo 21/Dia 5: 1 	Voo 21/Dia 6: 0 	
Voo 22/Dia 0: 0 	Voo 22/Dia 1: 1 	Voo 22/Dia 2: 0 	Voo 22/Dia 3: 0 	Voo 22/Dia 4: 0 	Voo 22/Dia 5: 0 	Voo 22/Dia 6: 0 	
Voo 23/Dia 0: 0 	Voo 23/Dia 1: 0 	Voo 23/Dia 2: 1 	Voo 23/Dia 3: 0 	Voo 23/Dia 4: 0 	Voo 23/Dia 5: 0 	Voo 23/Dia 6: 0 	
Voo 24/Dia 0: 0 	Voo 24/Dia 1: 0 	Voo 24/Dia 2: 0 	Voo 24/Dia 3: 1 	Voo 24/Dia 4: 0 	Voo 24/Dia 5: 0 	Voo 24/Dia 6: 0 	
Voo 25/Dia 0: 0 	Voo 25/Dia 1: 0 	Voo 25/Dia 2: 0 	Voo 25/Dia 3: 0 	Voo 25/Dia 4: 1 	Voo 25/Dia 5: 0 	Voo 25/Dia 6: 0 	
Voo 26/Dia 0: 0 	Voo 26/Dia 1: 0 	Voo 26/Dia 2: 0 	Voo 26/Dia 3: 0 	Voo 26/Dia 4: 0 	Voo 26/Dia 5: 1 	Voo 26/Dia 6: 0 	
Voo 27/Dia 0: 1 	Voo 27/Dia 1: 0 	Voo 27/Dia 2: 0 	Voo 27/Dia 3: 0 	Voo 27/Dia 4: 0 	Voo 27/Dia 5: 0 	Voo 27/Dia 6: 0 	
Voo 28/Dia 0: 0 	Voo 28/Dia 1: 1 	Voo 28/Dia 2: 0 	Voo 28/Dia 3: 0 	Voo 28/Dia 4: 0 	Voo 28/Dia 5: 0 	Voo 28/Dia 6: 0 	
Voo 29/Dia 0: 0 	Voo 29/Dia 1: 0 	Voo 29/Dia 2: 1 	Voo 29/Dia 3: 0 	Voo 29/Dia 4: 0 	Voo 29/Dia 5: 0 	Voo 29/Dia 6: 0 	
Voo 30/Dia 0: 0 	Voo 30/Dia 1: 0 	Voo 30/Dia 2: 0 	Voo 30/Dia 3: 1 	Voo 30/Dia 4: 0 	Voo 30/Dia 5: 0 	Voo 30/Dia 6: 0 	
Voo 31/Dia 0: 0 	Voo 31/Dia 1: 0 	Voo 31/Dia 2: 0 	Voo 31/Dia 3: 0 	Voo 31/Dia 4: 1 	Voo 31/Dia 5: 0 	Voo 31/Dia 6: 0 	
Voo 32/Dia 0: 0 	Voo 32/Dia 1: 0 	Voo 32/Dia 2: 0 	Voo 32/Dia 3: 0 	Voo 32/Dia 4: 0 	Voo 32/Dia 5: 1 	Voo 32/Dia 6: 0 	
Voo 33/Dia 0: 0 	Voo 33/Dia 1: 1 	Voo 33/Dia 2: 0 	Voo 33/Dia 3: 0 	Voo 33/Dia 4: 0 	Voo 33/Dia 5: 0 	Voo 33/Dia 6: 0 	
Voo 34/Dia 0: 0 	Voo 34/Dia 1: 0 	Voo 34/Dia 2: 1 	Voo 34/Dia 3: 0 	Voo 34/Dia 4: 0 	Voo 34/Dia 5: 0 	Voo 34/Dia 6: 0 	
Voo 35/Dia 0: 0 	Voo 35/Dia 1: 0 	Voo 35/Dia 2: 0 	Voo 35/Dia 3: 1 	Voo 35/Dia 4: 0 	Voo 35/Dia 5: 0 	Voo 35/Dia 6: 0 	
Voo 36/Dia 0: 0 	Voo 36/Dia 1: 0 	Voo 36/Dia 2: 0 	Voo 36/Dia 3: 0 	Voo 36/Dia 4: 1 	Voo 36/Dia 5: 0 	Voo 36/Dia 6: 0 	
Voo 37/Dia 0: 0 	Voo 37/Dia 1: 0 	Voo 37/Dia 2: 0 	Voo 37/Dia 3: 0 	Voo 37/Dia 4: 0 	Voo 37/Dia 5: 1 	Voo 37/Dia 6: 0 	
Voo 38/Dia 0: 0 	Voo 38/Dia 1: 0 	Voo 38/Dia 2: 0 	Voo 38/Dia 3: 0 	Voo 38/Dia 4: 0 	Voo 38/Dia 5: 0 	Voo 38/Dia 6: 1 	
Voo 39/Dia 0: 0 	Voo 39/Dia 1: 0 	Voo 39/Dia 2: 1 	Voo 39/Dia 3: 0 	Voo 39/Dia 4: 0 	Voo 39/Dia 5: 0 	Voo 39/Dia 6: 0 	
Voo 40/Dia 0: 0 	Voo 40/Dia 1: 0 	Voo 40/Dia 2: 0 	Voo 40/Dia 3: 1 	Voo 40/Dia 4: 0 	Voo 40/Dia 5: 0 	Voo 40/Dia 6: 0 	
